category_truth,text
Data Platform,"Subject: Problem with ml-ranking-service

Good morning, Score responses from the ranking endpoint are timing out for our batch job since 09:50.
Thanks in advance.
Best,
Jordan"
Data Platform,"Subject: [Customer report] streaming account

Hi support, Offline-to-online feature sync job is crashlooping since 06:35, materialization stalled.
Reference SF-5736 from an earlier report that looks related.
Can someone take a look?
Best,
Tunde"
Data Platform,"On-call summary from the last page: feature-store-service (SEV3) - online feature freshness lag at 8m on redis-feature-online, 29% stale features being served."
Streaming Platform,"hey folks, seeing this on license-service - DRM license acquisition is failing for ~32% of session starts, license grants timing out at 2500ms. thread me if you need logs."
Streaming Platform,"Subject: [Customer report] the app

To whom it may concern, Subtitles are out of sync by a few seconds on everything I watch.
Happens on both web and the TV app. Nothing obvious in the last deploy diff.
Can someone take a look?
Best,
Sam"
Core Platform,"Subject: Ongoing issue: config-service

Hi team, Half the app shows the new layout and half the old one, it flips between refreshes.
Hope this can be sorted soon.
Thanks,
Ingrid"
Monetization Platform,"hey folks, billing-service in prod: my card was billed two times for the same subscription period and I need one refunded. retried after clearing cache, no change. happy to hop on a call."
Identity Platform,"Issue summary: Profile reads returning 500s for ~34% of requests since 19:00
Affected area: profile-service
Description: Profile reads returning 500s for ~34% of requests since 19:00. Reference SF-5579 from an earlier report that looks related.
Impact: Internal workflow blocked
First noticed: 17:35 UTC"
Content Discovery,Monitoring picked this up a few minutes ago: recommendation-service (SEV3) - online feature freshness lag exceeds 41m and ranking quality metrics are regressing. Reference SF-9807 from an earlier report that looks related. Auto-remediation did not kick in.
Data Platform,anyone else seeing this? seeing this on analytics-service - analytics query layer p99 at 3800ms after the warehouse migration. impact is still growing per the last check. happy to hop on a call.
Monetization Platform,"Subject: Problem with my account

Hey, I cancelled last week but it still says my subscription renews tomorrow.
Impact is still growing per the last check.
Let me know if you need more details.
- Omar"
Content Discovery,"Translating the alert for this queue: catalog-service (SEV3) - catalog listing endpoints returning partial rows, 30% of shelf requests missing items. A restart made it better for about ten minutes. Needs an owner before it breaches further."
User Engagement,"quick flag: ratings-service in prod: ratings ingestion lagging 44m, thumbs signals not persisting downstream. first noticed by the sev3 bridge during triage. who owns this?"
Data Platform,"hey folks, re ml-ranking-service: ml-ranking-service pods evicted under node memory pressure, scores falling back to popularity. first noticed by the sev1 bridge during triage."
Identity Platform,"heads up - re device-auth-service: device activation code validation failing, 31% of TV sign-ins erroring since the 00:15 deploy."
Content Discovery,"Issue summary: Searching anything just shows a loading spinner and then an empty page
Affected area: production
Description: Searching anything just shows a loading spinner and then an empty page.
Impact: Intermittent but recurring
First noticed: 05:50 UTC"
Data Platform,"anyone else seeing this? seeing this on ml-ranking-service - ml-ranking-service pods evicted under node memory pressure, scores falling back to popularity. impact is still growing per the last check. thread me if you need logs."
Data Platform,"hey folks, seeing this on feature-store-service - online feature freshness lag at 54m on redis-feature-online, 27% stale features being served. mostly eu-west-1 traffic from what we can tell. reference sf-5611 from an earlier report that looks related."
Content Discovery,"Issue summary: Searching anything just shows a loading spinner and then an empty page
Affected area: production
Description: Searching anything just shows a loading spinner and then an empty page.
Impact: Internal workflow blocked
First noticed: 07:55 UTC"
Streaming Platform,"Monitoring picked this up a few minutes ago: cdn-routing-service (SEV2) - cdn-routing-service weights look wrong after the last config push, cache hit ratio dropped to 6%. Runbook link was stale, routing to you."
Streaming Platform,"Monitoring picked this up a few minutes ago: playback-service (SEV3) - playback start requests are timing out waiting on manifest-service at 2500ms, retry traffic is amplifying load."
Data Platform,"heads up - feature-store-service: online feature freshness lag at 14m on redis-feature-online, 20% stale features being served. first noticed by the sev3 bridge during triage. can someone take a look?"
Monetization Platform,"hey folks, re payment-service: card authorization error rate up 23% since 08:45, issuer responses slow across the board. reference sf-3543 from an earlier report that looks related. who owns this?"
Data Platform,"Issue summary: Offline-to-online feature sync job is crashlooping since 09:20
Affected area: feature-store-service
Description: Offline-to-online feature sync job is crashlooping since 09:20, materialization stalled.
Impact: Internal workflow blocked
First noticed: 18:10 UTC"
Content Discovery,"On-call summary from the last page: metadata-service (SEV2) - metadata reads serving stale artwork and descriptions after a cache invalidation misfired, 37% mismatch rate. Runbook link was stale, routing to you."
Monetization Platform,"Issue summary: Plan-change events are not applying
Affected area: production
Description: Plan-change events are not applying, 640 accounts stuck between tiers since the deploy. Retried after clearing cache, no change. Roughly 9% of attempts are affected.
Impact: Revenue impacting
First noticed: 18:20 UTC"
Monetization Platform,"Issue summary: Payments.idempotency.window_minutes regressed from 60 to 5 and the duplicate capture detector is firing
Affected area: production
Description: Payments.idempotency.window_minutes regressed from 60 to 5 and the duplicate capture detector is firing.
Impact: Single account affected
First noticed: 23:20 UTC"
Content Discovery,"Subject: Ongoing issue: the app

Hey, Resume points are gone, every episode starts from the beginning again.
Started around 22:20 UTC.
Can someone take a look?
Cheers,
Alex"
Streaming Platform,fyi - manifest-service: the stream starts and then immediately errors out with a media error code. can someone take a look?
Identity Platform,Paraphrasing the page we just got: account-service (SEV1) - account creation flow erroring at the final step for 22% of signups since 20:05. Roughly 19% of attempts are affected.
User Engagement,Alertmanager fired and here is the summary: push-service (SEV3) - APNs and FCM push delivery failing for 13% of devices since the token migration. Impact is still growing per the last check. First noticed by the SEV1 bridge during triage.
Core Platform,"Issue summary: The app keeps switching between two different home screen designs every time I open it
Affected area: experiment-service
Description: The app keeps switching between two different home screen designs every time I open it.
Impact: Widespread, still growing
First noticed: 13:10 UTC"
Identity Platform,"Issue summary: Account creation flow erroring at the final step for 7% of signups since 19:25
Affected area: account-service (prod)
Description: Account creation flow erroring at the final step for 7% of signups since 19:25. First noticed by the SEV3 bridge during triage.
Impact: Multiple customers affected
First noticed: 11:05 UTC"
Streaming Platform,"Monitoring picked this up a few minutes ago: subtitle-service (SEV2) - subtitle fetches returning 404 for newly published titles, 340 errors in the last hour. Happens on both web and the TV app. Reference SF-7409 from an earlier report that looks related. Auto-remediation did not kick in."
Data Platform,raising this here first: re ml-ranking-service: ranking endpoint p99 at 3100ms with 26% inference errors after the model refresh. nothing obvious in the last deploy diff. thread me if you need logs.
User Engagement,"Monitoring picked this up a few minutes ago: watchlist-service (SEV1) - watchlist reads intermittently empty, cache and store disagree for 19% of users. Retried after clearing cache, no change. Needs an owner before it breaches further."
Data Platform,"quick flag: seeing this on analytics-service - nightly aggregation job failed 5 times in a row, exec dashboards stale by 15h. who owns this?"
Streaming Platform,"Paraphrasing the page we just got: cdn-routing-service (SEV3) - POP failover flapped 2 times in an hour and session throughput is sawtoothing. Mostly us-east-1 traffic from what we can tell. Runbook link was stale, routing to you."
Data Platform,"raising this here first: ml-ranking-service: ml-ranking-service pods evicted under node memory pressure, scores falling back to popularity. thread me if you need logs."
Streaming Platform,"Issue summary: Subtitles are out of sync by a few seconds on everything I watch
Affected area: production
Description: Subtitles are out of sync by a few seconds on everything I watch.
Impact: Revenue impacting
First noticed: 04:55 UTC"
Data Platform,"Paraphrasing the page we just got: event-ingestion-service (SEV1) - event-ingestion-service dropping malformed batches since the schema bump, 15% reject rate. Happens on both web and the TV app. A restart made it better for about ten minutes."
Core Platform,"hey folks, api-gateway in prod: gateway returning 502 and 504 across multiple upstreams, 6% of requests failing since 01:50. first noticed by the sev3 bridge during triage. a restart made it better for about ten minutes. will open a ticket if it persists."
User Engagement,"Subject: [Customer report] the app

Hi support, I never received the password reset email, tried four times and checked spam.
Roughly 29% of attempts are affected. First noticed by the SEV2 bridge during triage.
Please advise.
Cheers,
Priya"
Content Discovery,"heads up - seeing this on personalization-service - personalized shelf ordering is falling back to editorial defaults, override rate 6%. nothing obvious in the last deploy diff. who owns this?"
Streaming Platform,"Subject: Problem with subtitle-service

Hi support, Captions will not turn on at all for some shows even though the setting is enabled.
Reference SF-7714 from an earlier report that looks related.
Hope this can be sorted soon.
Cheers,
Ingrid"
Monetization Platform,"Issue summary: I cannot update my card details
Affected area: payment-service (prod)
Description: I cannot update my card details, the page errors out every time I hit save. Mostly us-west-2 traffic from what we can tell.
Impact: Single account affected
First noticed: 03:00 UTC"
Streaming Platform,"Issue summary: A movie says content not licensed for playback but it played fine yesterday
Affected area: license-service (prod)
Description: A movie says content not licensed for playback but it played fine yesterday.
Impact: Widespread, still growing
First noticed: 13:50 UTC"
Streaming Platform,On-call summary from the last page: manifest-service (SEV3) - manifest fetch p99 is at 2700ms and players are falling back to stale manifests. Roughly 35% of attempts are affected. Nothing obvious in the last deploy diff. Auto-remediation did not kick in.
Monetization Platform,"Subject: Problem with the app

Hey, My invoice for last month never arrived and the billing history page shows nothing.
Started around 13:50 UTC.
Thanks!
- Nina"
Streaming Platform,"quick flag: license-service: license-service error rate jumped after the key-rotation job, 2400 denials in the last hour. retried after clearing cache, no change. happy to hop on a call."
Content Discovery,"anyone else seeing this? seeing this on personalization-service - resume points are gone, every episode starts from the beginning again. happens on both web and the tv app. thread me if you need logs."
Content Discovery,"Monitoring picked this up a few minutes ago: recommendation-service (SEV2) - ranker-v42 inference errors spiked after the canary promotion, 11% error rate and homepage personalization degraded. Nothing obvious in the last deploy diff. Paging felt premature so filing here."
Streaming Platform,"Issue summary: The stream starts and then immediately errors out with a media error code
Affected area: production
Description: The stream starts and then immediately errors out with a media error code. Reference SF-2287 from an earlier report that looks related.
Impact: Intermittent but recurring
First noticed: 18:40 UTC"
Data Platform,"Issue summary: Client events from last night are missing downstream
Affected area: event-ingestion-service (prod)
Description: Client events from last night are missing downstream, there is a gap starting around 05:35. Impact is still growing per the last check.
Impact: Multiple customers affected
First noticed: 09:45 UTC"
Data Platform,"Issue summary: Downstream ranking consumers report our features are 14 minutes stale and quality metrics are dipping
Affected area: feature-store-service (prod)
Description: Downstream ranking consumers report our features are 14 minutes stale and quality metrics are dipping. Roughly 19% of attempts are affected.
Impact: Multiple customers affected
First noticed: 06:50 UTC"
User Engagement,"Translating the alert for this queue: notification-service (SEV2) - notification dedupe cache flushed during the deploy, users receiving repeats. Nothing obvious in the last deploy diff. Auto-remediation did not kick in."
Core Platform,"hey folks, seeing this on edge-router - edge-router config reload is flapping listeners, brief full outages every 7m. happens on both web and the tv app. mostly us-west-2 traffic from what we can tell. happy to hop on a call."
Streaming Platform,"Monitoring picked this up a few minutes ago: license-service (SEV2) - DRM license acquisition is failing for ~13% of session starts, license grants timing out at 2000ms. A restart made it better for about ten minutes. Mostly us-east-1 traffic from what we can tell. Needs an owner before it breaches further."
Identity Platform,"Issue summary: Redis hot key on session:tenant:enterprise-admins at 48k ops/s
Affected area: auth-service
Description: Redis hot key on session:tenant:enterprise-admins at 48k ops/s, Redis p99 2700ms, enterprise logins degraded.
Impact: Widespread, still growing
First noticed: 11:00 UTC"
Identity Platform,"Subject: Problem with my account

Hello, I am locked out of my account after the MFA prompt, the code is never accepted.
Appreciate any help.
Best,
Marco"
Data Platform,"Issue summary: Score responses from the ranking endpoint are timing out for our batch job since 07:55
Affected area: ml-ranking-service
Description: Score responses from the ranking endpoint are timing out for our batch job since 07:55.
Impact: Internal workflow blocked
First noticed: 17:10 UTC"
Monetization Platform,"fyi - re payment-service: payment-gateway authorizations timing out at 3000ms on 27% of attempts, retries piling up. impact is still growing per the last check. cc on-call."
Core Platform,"Subject: Help needed - the app

Hi support, Gateway returning 502 and 504 across multiple upstreams, 34% of requests failing since 16:35.
Impact is still growing per the last check. Mostly eu-west-1 traffic from what we can tell.
Thanks!
Thanks,
Maya"
Content Discovery,"hey folks, re recommendation-service: recommendation-api calls to its feature backend timing out at 2000ms, 7% timeout rate. happens on both web and the tv app."
Streaming Platform,"anyone else seeing this? subtitle-service in prod: subtitle fetches returning 404 for newly published titles, 640 errors in the last hour. roughly 10% of attempts are affected. cc on-call."
Core Platform,"Subject: Ongoing issue: production issue

Hey, The whole app errors out intermittently, different screens but the same something-went-wrong message.
Retried after clearing cache, no change.
Hope this can be sorted soon.
Regards,
Sam"
Content Discovery,"Subject: Help needed - production issue

Hi there, Catalog listing endpoints returning partial rows, 33% of shelf requests missing items.
Impact is still growing per the last check.
Can someone take a look?
- Maya"
Identity Platform,"Issue summary: Profile preference writes timing out at 2500ms after the session cache change
Affected area: production
Description: Profile preference writes timing out at 2500ms after the session cache change. Nothing obvious in the last deploy diff.
Impact: Widespread, still growing
First noticed: 20:00 UTC"
User Engagement,"quick flag: seeing this on push-service - APNs and FCM push delivery failing for 18% of devices since the token migration. retried after clearing cache, no change. first noticed by the sev2 bridge during triage. can someone take a look?"
Identity Platform,"Issue summary: Device activation code validation failing
Affected area: production
Description: Device activation code validation failing, 9% of TV sign-ins erroring since the 06:35 deploy. Mostly ap-south-1 traffic from what we can tell. Impact is still growing per the last check.
Impact: Widespread, still growing
First noticed: 22:30 UTC"
Identity Platform,"Issue summary: My TV keeps asking me to sign in again every time I open the app
Affected area: production
Description: My TV keeps asking me to sign in again every time I open the app. Roughly 13% of attempts are affected.
Impact: Widespread, still growing
First noticed: 13:40 UTC"
Identity Platform,"Issue summary: The activation code from my TV always says expired even when I type it in right away
Affected area: production
Description: The activation code from my TV always says expired even when I type it in right away.
Impact: Internal workflow blocked
First noticed: 07:30 UTC"
Streaming Platform,"not sure if known, but subtitle-service in prod: subtitle fetches returning 404 for newly published titles, 340 errors in the last hour. started around 02:45 utc. nothing obvious in the last deploy diff. can someone take a look?"
Data Platform,"Issue summary: Ingest topic backlog at 14.5M events
Affected area: production
Description: Ingest topic backlog at 14.5M events, consumer lag growing 1840k per minute. A restart made it better for about ten minutes. Roughly 12% of attempts are affected.
Impact: Multiple customers affected
First noticed: 21:45 UTC"
Core Platform,"fyi - re edge-router: TLS handshake errors at the edge in us-west-2, 640 per minute and upstream resets climbing. impact is still growing per the last check. nothing obvious in the last deploy diff. happy to hop on a call."
Core Platform,"Issue summary: Experiment assignments flapping between variants mid-session
Affected area: production
Description: Experiment assignments flapping between variants mid-session, exposure logging down since 01:20.
Impact: Revenue impacting
First noticed: 08:15 UTC"
Identity Platform,"fyi - seeing this on auth-service - token refresh failures at 10% since the 06:00 deploy, sessions dropping mid-stream. mostly us-west-2 traffic from what we can tell. roughly 16% of attempts are affected. cc on-call."
Identity Platform,"Paraphrasing the page we just got: auth-service (SEV2) - admin lockout spike after the MFA provider policy refresh, 640 lockouts with northstar-mfa enforcement flipped from gradual to strict. A restart made it better for about ten minutes. Needs an owner before it breaches further."
Streaming Platform,"Issue summary: CPUThrottlingHigh on playback-api
Affected area: production
Description: CPUThrottlingHigh on playback-api, throttled ratio 0.66 with p99 start latency 2700ms. Nothing obvious in the last deploy diff.
Impact: Internal workflow blocked
First noticed: 08:25 UTC"
Core Platform,"Translating the alert for this queue: observability-service (SEV2) - tail sampling error-rate policy was disabled in a config rollout, 36% of error traces dropped. A restart made it better for about ten minutes. Roughly 22% of attempts are affected. Paging felt premature so filing here."
User Engagement,"Alertmanager fired and here is the summary: watchlist-service (SEV3) - watchlist writes returning 409 conflicts, 2400 per minute after the schema change. Reference SF-4789 from an earlier report that looks related. Auto-remediation did not kick in."
Data Platform,heads up - seeing this on ml-ranking-service - score responses from the ranking endpoint are timing out for our batch job since 09:35. happens on both web and the tv app.
Monetization Platform,"Subject: Problem with payment-service

Hey, Payment-gateway authorizations timing out at 2500ms on 19% of attempts, retries piling up.
Impact is still growing per the last check.
Thanks!
Thanks,
Jordan"
Streaming Platform,"Alertmanager fired and here is the summary: license-service (SEV3) - DRM license acquisition is failing for ~24% of session starts, license grants timing out at 2500ms. First noticed by the SEV2 bridge during triage. Runbook link was stale, routing to you."
Streaming Platform,"hey folks, license-service: a movie says content not licensed for playback but it played fine yesterday. can someone take a look?"
Content Discovery,Alertmanager fired and here is the summary: search-service (SEV1) - search index shard 7 is red and results are missing recent titles. Reference SF-6015 from an earlier report that looks related. Auto-remediation did not kick in.
Data Platform,"On-call summary from the last page: feature-store-service (SEV1) - online feature freshness lag at 23m on redis-feature-online, 21% stale features being served. Retried after clearing cache, no change."
Monetization Platform,"Subject: Urgent: streaming account

Hi support, Plan-change events are not applying, 3200 accounts stuck between tiers since the deploy.
Mostly us-west-2 traffic from what we can tell.
Thanks in advance.
Best,
Sam"
Content Discovery,"hey folks, re search-service: search p99 at 2400ms with 12% of queries timing out since the index rebuild. started around 05:05 utc. happy to hop on a call."
Core Platform,"quick flag: seeing this on experiment-service - experiment assignments flapping between variants mid-session, exposure logging down since 08:45. happy to hop on a call."
User Engagement,"Subject: Urgent: watchlist-service

Hey, Titles I add to my list disappear as soon as I refresh.
Let me know if you need more details.
Best,
Tunde"
Content Discovery,"Paraphrasing the page we just got: metadata-service (SEV3) - metadata reads serving stale artwork and descriptions after a cache invalidation misfired, 12% mismatch rate."
Data Platform,"Alertmanager fired and here is the summary: analytics-service (SEV3) - nightly aggregation job failed 5 times in a row, exec dashboards stale by 46h. Auto-remediation did not kick in."
User Engagement,"anyone else seeing this? notification-service: in-app notification fanout delayed 26m, queue depth 1860 and climbing. happens on both web and the tv app. will open a ticket if it persists."
Content Discovery,"Subject: Problem with search-service

Hi there, Searching anything just shows a loading spinner and then an empty page.
Mostly eu-west-1 traffic from what we can tell.
Please advise.
Cheers,
Maya"
Identity Platform,"Subject: Problem with service degradation

To whom it may concern, My account details page will not load, it just spins forever.
First noticed by the SEV3 bridge during triage.
Appreciate any help.
Best,
Ravi"
User Engagement,"anyone else seeing this? push-service in prod: push token refresh job crashlooping, delivery receipts down 38% day over day. happens on both web and the tv app. a restart made it better for about ten minutes. can someone take a look?"
Monetization Platform,"Subject: Issue: my account

Hello, The receipt I got shows a different amount than what my bank was actually charged.
Mostly us-east-1 traffic from what we can tell.
Please advise.
Regards,
Ravi"
Core Platform,"Subject: Urgent: streaming account

Good morning, Dashboards for my service show gaps for the last hour, traces are missing too.
First noticed by the SEV2 bridge during triage.
Thanks!
Thanks,
Devon"
Streaming Platform,"Translating the alert for this queue: subtitle-service (SEV2) - subtitle-service sidecar sync is lagging 49m so tracks are missing on fresh titles. Runbook link was stale, routing to you."
User Engagement,"heads up - watchlist-service: watchlist reads intermittently empty, cache and store disagree for 17% of users. first noticed by the sev3 bridge during triage. thread me if you need logs."
Identity Platform,anyone else seeing this? re account-service: account creation flow erroring at the final step for 15% of signups since 04:45. happens on both web and the tv app. can someone take a look?
Content Discovery,"fyi - re catalog-service: catalog listing endpoints returning partial rows, 32% of shelf requests missing items. thread me if you need logs."
Identity Platform,"Subject: Urgent: the app

To whom it may concern, All my profiles disappeared, only the default one shows up now.
First noticed by the SEV3 bridge during triage.
Thanks in advance.
Regards,
Nina"
Identity Platform,"Issue summary: All my profiles disappeared
Affected area: production
Description: All my profiles disappeared, only the default one shows up now.
Impact: Revenue impacting
First noticed: 12:45 UTC"
Identity Platform,"Paraphrasing the page we just got: device-auth-service (SEV2) - device activation code validation failing, 9% of TV sign-ins erroring since the 05:40 deploy. Auto-remediation did not kick in."
Data Platform,"quick flag: re analytics-service: nightly aggregation job failed 9 times in a row, exec dashboards stale by 37h. reference sf-5310 from an earlier report that looks related."
Data Platform,"Monitoring picked this up a few minutes ago: feature-store-service (SEV3) - online feature freshness lag at 18m on redis-feature-online, 14% stale features being served. Reference SF-4805 from an earlier report that looks related. Auto-remediation did not kick in."
Data Platform,"Alertmanager fired and here is the summary: feature-store-service (SEV1) - online feature freshness lag at 23m on redis-feature-online, 27% stale features being served. Roughly 8% of attempts are affected. Auto-remediation did not kick in."
Monetization Platform,"Issue summary: I was charged twice for this month
Affected area: production
Description: I was charged twice for this month, two identical charges a minute apart on my statement. Started around 01:10 UTC.
Impact: Single account affected
First noticed: 20:10 UTC"
User Engagement,"Subject: Help needed - ratings-service

Hello, I rated a dozen shows and none of it saved or changed my suggestions.
Please advise.
Best,
Jordan"
Content Discovery,"On-call summary from the last page: catalog-service (SEV2) - titles published 3h ago are still not visible in the catalog API, publish pipeline consumer stalled. Needs an owner before it breaches further."
Core Platform,"On-call summary from the last page: experiment-service (SEV3) - assignment cache stampede at 2400 rps after the deploy, allocation service saturated. Auto-remediation did not kick in."
Data Platform,"Alertmanager fired and here is the summary: feature-store-service (SEV1) - online feature freshness lag at 21m on redis-feature-online, 14% stale features being served. Auto-remediation did not kick in."
User Engagement,"hey folks, push-service in prod: push token refresh job crashlooping, delivery receipts down 19% day over day. can someone take a look?"
Identity Platform,"On-call summary from the last page: device-auth-service (SEV3) - device token issuance p99 at 2500ms and set-top boxes retry-storming. Runbook link was stale, routing to you."
Data Platform,"Issue summary: The engagement dashboard has not updated since yesterday morning
Affected area: production
Description: The engagement dashboard has not updated since yesterday morning. Impact is still growing per the last check.
Impact: Multiple customers affected
First noticed: 02:30 UTC"
Data Platform,"raising this here first: analytics-service: nightly aggregation job failed 3 times in a row, exec dashboards stale by 24h. will open a ticket if it persists."
Core Platform,"not sure if known, but re config-service: config rollout stuck at 37%, flags not propagating and pods holding stale values. will open a ticket if it persists."
Data Platform,"fyi - ml-ranking-service: ranking endpoint p99 at 2400ms with 23% inference errors after the model refresh. retried after clearing cache, no change. thread me if you need logs."
Core Platform,"Translating the alert for this queue: edge-router (SEV3) - edge-router config reload is flapping listeners, brief full outages every 8m. Runbook link was stale, routing to you."
User Engagement,"Issue summary: I never received the password reset email
Affected area: production
Description: I never received the password reset email, tried four times and checked spam.
Impact: Intermittent but recurring
First noticed: 09:25 UTC"
Monetization Platform,quick flag: billing-service: payments.idempotency.window_minutes regressed from 60 to 5 and the duplicate capture detector is firing. impact is still growing per the last check.
User Engagement,"fyi - seeing this on email-service - transactional email bounce rate up 28% since 10:15, password-reset sends stuck in queue. roughly 8% of attempts are affected. impact is still growing per the last check. happy to hop on a call."
Identity Platform,Translating the alert for this queue: profile-service (SEV1) - profile preference writes timing out at 1800ms after the session cache change. Happens on both web and the TV app. Paging felt premature so filing here.
Monetization Platform,"fyi - re subscription-service: plan-change events are not applying, 120 accounts stuck between tiers since the deploy. can someone take a look?"
Core Platform,"fyi - seeing this on experiment-service - experiment assignments flapping between variants mid-session, exposure logging down since 01:25. can someone take a look?"
User Engagement,"Subject: Help needed - ratings-service

To whom it may concern, I rated a dozen shows and none of it saved or changed my suggestions.
Started around 10:25 UTC.
Thanks!
Cheers,
Devon"
Content Discovery,"Translating the alert for this queue: catalog-service (SEV3) - titles published 5h ago are still not visible in the catalog API, publish pipeline consumer stalled. Needs an owner before it breaches further."
Identity Platform,"Issue summary: Profile reads returning 500s for ~22% of requests since 00:55
Affected area: profile-service
Description: Profile reads returning 500s for ~22% of requests since 00:55. First noticed by the SEV3 bridge during triage.
Impact: Internal workflow blocked
First noticed: 01:15 UTC"
Monetization Platform,"Issue summary: The receipt I got shows a different amount than what my bank was actually charged
Affected area: invoice-service
Description: The receipt I got shows a different amount than what my bank was actually charged.
Impact: Multiple customers affected
First noticed: 11:30 UTC"
Identity Platform,fyi - seeing this on auth-service - login queue depth at 2600 with MFA verification latency 1800ms and the HPA already at max replicas. mostly us-west-2 traffic from what we can tell.
Identity Platform,Monitoring picked this up a few minutes ago: auth-service (SEV3) - login queue depth at 6800 with MFA verification latency 2000ms and the HPA already at max replicas. Paging felt premature so filing here.
Core Platform,"On-call summary from the last page: experiment-service (SEV1) - experiment assignments flapping between variants mid-session, exposure logging down since 06:15. Paging felt premature so filing here."
Streaming Platform,"Subject: Urgent: service degradation

To whom it may concern, DRM license acquisition is failing for ~26% of session starts, license grants timing out at 3000ms.
Happens on both web and the TV app.
Please advise.
- Maya"
Data Platform,"Subject: Issue: the app

Hey, Client events from last night are missing downstream, there is a gap starting around 15:00.
Appreciate any help.
Cheers,
Devon"
Streaming Platform,"Issue summary: DRM license acquisition is failing for ~22% of session starts
Affected area: production
Description: DRM license acquisition is failing for ~22% of session starts, license grants timing out at 2000ms. Reference SF-9700 from an earlier report that looks related. Nothing obvious in the last deploy diff.
Impact: Widespread, still growing
First noticed: 15:20 UTC"
Monetization Platform,"Monitoring picked this up a few minutes ago: payment-service (SEV2) - card authorization error rate up 36% since 01:15, issuer responses slow across the board. Roughly 35% of attempts are affected. Reference SF-5040 from an earlier report that looks related. Runbook link was stale, routing to you."
Data Platform,"Subject: [Customer report] service degradation

Hey, Downstream ranking consumers report our features are 10 minutes stale and quality metrics are dipping.
Can someone take a look?
Cheers,
Jordan"
Identity Platform,"Issue summary: Avatar and settings changes will not save
Affected area: profile-service (prod)
Description: Avatar and settings changes will not save, everything reverts when I go back. Nothing obvious in the last deploy diff. A restart made it better for about ten minutes.
Impact: Revenue impacting
First noticed: 02:10 UTC"
Streaming Platform,fyi - manifest-service: manifest generation lagging behind encoder output by 9m for new titles. thread me if you need logs.
Data Platform,"Issue summary: The engagement dashboard has not updated since yesterday morning
Affected area: production
Description: The engagement dashboard has not updated since yesterday morning.
Impact: Revenue impacting
First noticed: 13:35 UTC"
Core Platform,"Alertmanager fired and here is the summary: api-gateway (SEV2) - gateway returning 502 and 504 across multiple upstreams, 14% of requests failing since 11:50. Runbook link was stale, routing to you."
Data Platform,"not sure if known, but re feature-store-service: offline-to-online feature sync job is crashlooping since 15:45, materialization stalled."
Content Discovery,On-call summary from the last page: search-service (SEV1) - search p99 at 4200ms with 34% of queries timing out since the index rebuild. Auto-remediation did not kick in.
Data Platform,"Issue summary: Ml-ranking-service pods evicted under node memory pressure
Affected area: ml-ranking-service (prod)
Description: Ml-ranking-service pods evicted under node memory pressure, scores falling back to popularity.
Impact: Single account affected
First noticed: 05:25 UTC"
Core Platform,"Issue summary: Half the app shows the new layout and half the old one
Affected area: production
Description: Half the app shows the new layout and half the old one, it flips between refreshes.
Impact: Revenue impacting
First noticed: 02:00 UTC"
Data Platform,"Subject: Urgent: production issue

Hi support, Score responses from the ranking endpoint are timing out for our batch job since 03:40.
A restart made it better for about ten minutes. Impact is still growing per the last check.
Appreciate any help.
Best,
Jordan"
Content Discovery,"Subject: Problem with streaming account

Hi support, Every title on my home screen shows the wrong runtime and a missing synopsis.
Reference SF-4245 from an earlier report that looks related. Nothing obvious in the last deploy diff.
Thanks in advance.
Cheers,
Priya"
Core Platform,"Issue summary: TLS handshake errors at the edge in us-west-2
Affected area: production
Description: TLS handshake errors at the edge in us-west-2, 980 per minute and upstream resets climbing. A restart made it better for about ten minutes.
Impact: Widespread, still growing
First noticed: 11:35 UTC"
Core Platform,"Alertmanager fired and here is the summary: experiment-service (SEV1) - assignment cache stampede at 1200 rps after the deploy, allocation service saturated. Impact is still growing per the last check. Roughly 19% of attempts are affected."
Core Platform,"heads up - experiment-service in prod: experiment assignments flapping between variants mid-session, exposure logging down since 15:05. who owns this?"
Streaming Platform,"Translating the alert for this queue: cdn-routing-service (SEV2) - edge selection is routing ap-south-1 viewers to a distant POP, rebuffer ratio up 25%. Runbook link was stale, routing to you."
Content Discovery,"Subject: Problem with service degradation

Hi support, Every title on my home screen shows the wrong runtime and a missing synopsis.
Happens on both web and the TV app.
Thanks!
- Kate"
Content Discovery,"not sure if known, but search-service: search index shard 3 is red and results are missing recent titles. nothing obvious in the last deploy diff. roughly 35% of attempts are affected. who owns this?"
Content Discovery,"On-call summary from the last page: catalog-service (SEV2) - catalog listing endpoints returning partial rows, 32% of shelf requests missing items. Paging felt premature so filing here."
Streaming Platform,"Issue summary: Playback-api pods are being OOMKilled
Affected area: playback-service
Description: Playback-api pods are being OOMKilled, memory working set exceeded the 1024Mi limit, restart count up 3 on pod playback-api-6d54. Roughly 34% of attempts are affected. Retried after clearing cache, no change.
Impact: Multiple customers affected
First noticed: 09:35 UTC"
Identity Platform,"Issue summary: Trying to create an account but it errors every single time on the last step
Affected area: account-service (prod)
Description: Trying to create an account but it errors every single time on the last step. Impact is still growing per the last check.
Impact: Internal workflow blocked
First noticed: 19:45 UTC"
Streaming Platform,"Subject: Problem with playback-service

Hey, Movies keep buffering every couple of minutes tonight, I tried two different devices.
A restart made it better for about ten minutes. Started around 01:20 UTC.
Hope this can be sorted soon.
Regards,
Alex"
